rank,sample_index,bleu1_score,string_similarity,target_text,predicted_text
42,1017,0.332,0.3652,He was elected to the Bulgarian national assembly in 1913 and 1920.,He was born in New York City to a Jewish family.
43,1097,0.332,0.3652,He was elected to the Bulgarian national assembly in 1913 and 1920.,He was born in New York City to a Jewish family.
44,1149,0.332,0.3652,He was elected to the Bulgarian national assembly in 1913 and 1920.,He was born in New York City to a Jewish family.
45,559,0.3275,0.2923,He served in the United States Senate as a Republican from Minnesota.,He graduated from Yale University with a degree in economics.
46,581,0.3214,0.2935,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","He was a member of the United States House of Representatives from New York City, and served as a delegate to the Democratic National Convention (DNC) in 1952."
47,611,0.3214,0.2857,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
48,784,0.3214,0.2857,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
49,846,0.3201,0.3925,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member of the United States House of Representatives, serving from 1894 to 1898."
50,582,0.3075,0.3882,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","He was a member of the United States House of Representatives from New York, and served as chairman of both the Democratic and Republican Committees."
51,1168,0.3043,0.4016,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member of the United States House of Representatives from New York City, serving from 1894 until his death in 1919."
52,1196,0.3043,0.4016,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"He was a member of the United States House of Representatives from New York City, serving from 1894 until his death in 1919."
53,482,0.3,0.3689,He won a Nobel Prize in Chemistry in 1928.,He graduated from Yale University with a degree in economics.
54,512,0.3,0.3689,He won a Nobel Prize in Chemistry in 1928.,He graduated from Yale University with a degree in economics.
55,599,0.3,0.3689,He won a Nobel Prize in Chemistry in 1928.,He graduated from Yale University with a degree in economics.
56,772,0.3,0.3689,He won a Nobel Prize in Chemistry in 1928.,He graduated from Yale University with a degree in economics.
57,802,0.3,0.3689,He won a Nobel Prize in Chemistry in 1928.,He graduated from Yale University with a degree in economics.
58,640,0.2963,0.2908,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
59,472,0.2936,0.3503,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the United States House of Representatives, serving from 1894 to 1898."
60,1189,0.2917,0.2564,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He was a member of the United States House of Representatives from New York City, and served in the Senate from 1917 to 1919."
61,910,0.2857,0.4385,Libby was a founding member of the Project for the New American Century.,He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
62,854,0.2857,0.4362,Libby was a founding member of the Project for the New American Century.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
63,1204,0.2857,0.4362,Libby was a founding member of the Project for the New American Century.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
64,1205,0.2857,0.3607,He was elected to the Bulgarian national assembly in 1913 and 1920.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
65,1166,0.2857,0.3604,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
66,560,0.2857,0.3039,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
67,646,0.2857,0.3039,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
68,703,0.2857,0.3039,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
69,792,0.2857,0.3039,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
70,859,0.2857,0.297,He was the founder and first president of the Naval War College between 1884 and 1886.,"He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
71,171,0.2857,0.2629,"An important movie, a reminder of the power of film to move us and to make us examine our values.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
72,238,0.2857,0.2629,"An important movie, a reminder of the power of film to move us and to make us examine our values.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
73,315,0.2857,0.2629,"An important movie, a reminder of the power of film to move us and to make us examine our values.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
74,355,0.2857,0.2629,"An important movie, a reminder of the power of film to move us and to make us examine our values.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
75,656,0.2727,0.3556,He won a Nobel Prize in Chemistry in 1928.,He was born in New York City to a Jewish family.
76,888,0.2727,0.3429,"Her mother was a Lyman, another very old American family.",He was born in New York City to a Jewish family.
77,967,0.2727,0.3429,"Her mother was a Lyman, another very old American family.",He was born in New York City to a Jewish family.
78,1154,0.2727,0.3429,"Her mother was a Lyman, another very old American family.",He was born in New York City to a Jewish family.
79,821,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
80,877,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
81,905,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
82,933,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
83,959,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
84,984,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
85,1094,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
86,1115,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
87,1143,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
88,1227,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
89,1254,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
90,1281,0.2727,0.2941,He was a founder of the American Arithmometer Company.,He was born in New York City to a Jewish family.
91,476,0.2689,0.3443,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
92,623,0.2689,0.3443,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
93,736,0.2689,0.3443,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
94,766,0.2689,0.3443,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
95,506,0.2669,0.349,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
96,732,0.2632,0.3938,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the United States House of Representatives, serving from 1894 until his death in 1919."
97,665,0.2627,0.2972,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
98,695,0.2627,0.2972,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
99,681,0.2627,0.2687,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
100,711,0.2627,0.2687,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
101,800,0.2627,0.2687,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
102,593,0.2614,0.3408,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".","He was a member of the House of Representatives from New York City, where he served as chairman of both the Democratic and Republican Committees."
103,679,0.2596,0.3704,"The eldest son of William Parker, he was born in Norwich, in St. Saviour's parish.",He was born in New York City and raised in the Bronx.
104,464,0.2593,0.3306,"He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.","He was a member of the United States House of Representatives from New York City, serving from 1894 to 1898."
105,857,0.25,0.4118,He was one of the founder members of the Lunar Society.,He graduated from the University of Wisconsin-Madison with a degree in economics.
106,964,0.25,0.4118,He was one of the founder members of the Lunar Society.,He graduated from the University of Wisconsin-Madison with a degree in economics.
107,1075,0.25,0.4118,He was one of the founder members of the Lunar Society.,He graduated from the University of Wisconsin-Madison with a degree in economics.
108,1194,0.25,0.4069,"In 1988 he was named Minister of the Environment, and in 1990 founded the Green Party G�n�ration Ecologie.","He was a member of the United States House of Representatives from New York City, and served in the Senate from 1917 to 1919."
109,827,0.25,0.3919,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from the University of Wisconsin-Madison with a degree in economics.
110,855,0.25,0.3919,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from the University of Wisconsin-Madison with a degree in economics.
111,911,0.25,0.3919,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from the University of Wisconsin-Madison with a degree in economics.
112,939,0.25,0.3919,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from the University of Wisconsin-Madison with a degree in economics.
113,962,0.25,0.3919,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from the University of Wisconsin-Madison with a degree in economics.
114,1177,0.25,0.3919,He was elected to the Bulgarian national assembly in 1913 and 1920.,He graduated from the University of Wisconsin-Madison with a degree in economics.
115,597,0.25,0.3526,"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.","He was a member of the United States House of Representatives from New York City, and served as a delegate to the Democratic National Convention (DNC) in 1952."
116,541,0.25,0.3415,He won a Nobel Prize in Chemistry in 1928.,He graduated from the University of Wisconsin-Madison with a degree in economics.
117,570,0.25,0.3415,He won a Nobel Prize in Chemistry in 1928.,He graduated from the University of Wisconsin-Madison with a degree in economics.
118,629,0.25,0.3415,He won a Nobel Prize in Chemistry in 1928.,He graduated from the University of Wisconsin-Madison with a degree in economics.
119,683,0.25,0.3415,He won a Nobel Prize in Chemistry in 1928.,He graduated from the University of Wisconsin-Madison with a degree in economics.
120,713,0.25,0.3415,He won a Nobel Prize in Chemistry in 1928.,He graduated from the University of Wisconsin-Madison with a degree in economics.
121,742,0.25,0.3415,He won a Nobel Prize in Chemistry in 1928.,He graduated from the University of Wisconsin-Madison with a degree in economics.
122,1209,0.2495,0.3353,He was the founder and first president of the Naval War College between 1884 and 1886.,He was a member of the United States House of Representatives from New York City.
123,18,0.2434,0.3118,"An important movie, a reminder of the power of film to move us and to make us examine our values.","He was a member of the United States House of Representatives, serving from 1894 to 1898."
124,211,0.2434,0.3118,"An important movie, a reminder of the power of film to move us and to make us examine our values.","He was a member of the United States House of Representatives, serving from 1894 to 1898."
125,1161,0.24,0.2357,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He was a member of the United States House of Representatives from New York, and served as chairman of both the Democratic and Republican Committees."
126,1198,0.2381,0.3814,"He attended secondary school (Volksschule), and learned the trade of a joiner.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
127,830,0.2381,0.3802,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
128,914,0.2381,0.3802,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
129,1020,0.2381,0.3802,"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
130,288,0.2381,0.3319,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
131,220,0.2381,0.3304,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
132,368,0.2381,0.3304,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
133,447,0.2381,0.3304,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
134,140,0.2381,0.2566,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
135,178,0.2381,0.2566,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
136,362,0.2381,0.2566,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
137,468,0.2328,0.3394,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
138,556,0.2328,0.3394,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
139,642,0.2328,0.3394,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
140,728,0.2328,0.3394,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
141,758,0.232,0.3385,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.","He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
142,25,0.2308,0.3258,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
143,282,0.2308,0.3258,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
144,441,0.2308,0.3258,"An action/thriller of the finest kind, evoking memories of Day of the Jackal, The French Connection, and Heat.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
145,839,0.2308,0.2318,"Mrs. Roosevelt was active in the formations of numerous institutions, most notably the United Nations, United Nations Association and Freedom House.","He was a member of the United States House of Representatives from New York City, and served as chairman of both the Democratic and Republican Committees."
146,826,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
147,938,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
148,961,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
149,989,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
150,1120,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
151,1176,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
152,1232,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
153,1286,0.23,0.2876,Libby was a founding member of the Project for the New American Century.,He graduated from the University of Wisconsin-Madison with a degree in economics.
154,882,0.2274,0.3,Libby was a founding member of the Project for the New American Century.,He was born in New York City to a Jewish family.
155,1096,0.2274,0.3,Libby was a founding member of the Project for the New American Century.,He was born in New York City to a Jewish family.
156,1148,0.2274,0.3,Libby was a founding member of the Project for the New American Century.,He was born in New York City to a Jewish family.
157,667,0.227,0.3347,"Eventually Obadiah, Henry and possibly another brother or two went off to find their fortunes in the California Gold Rush of 1849.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
158,1213,0.2222,0.2483,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He was a member of the United States House of Representatives from New York, where he served as a representative to the Committee on Ways and Means."
159,531,0.2197,0.497,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He graduated from the University of Wisconsin-Madison with a degree in economics.
160,589,0.2197,0.497,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He graduated from the University of Wisconsin-Madison with a degree in economics.
161,762,0.2197,0.497,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He graduated from the University of Wisconsin-Madison with a degree in economics.
162,502,0.2197,0.3546,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He was born in New York City and raised in the Bronx.
163,273,0.2165,0.2925,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
164,56,0.2165,0.2913,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
165,94,0.2165,0.2913,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
166,392,0.2165,0.2913,"Thanks largely to Williams, all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film.","He was a member of the Republican Party, and served in the United States House of Representatives from 1917 to 1919."
167,677,0.2151,0.2988,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
168,707,0.2151,0.2988,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",He was a member of the Republican Party and served in the United States House of Representatives from 1876 to 1879.
169,796,0.2151,0.2988,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".",He was a member of the Republican Party and served in the United States House of Representatives from 1917 to 1919.
170,1157,0.2143,0.2441,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,"He was a member of the United States House of Representatives from New York City, where he served as a representative to the Committee on Ways and Means."
171,544,0.2116,0.2963,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",He graduated from the University of Wisconsin-Madison with a degree in economics.
172,805,0.2116,0.2963,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",He graduated from the University of Wisconsin-Madison with a degree in economics.
