example_id,sentence_id,task,subject,reference,prediction,seed,run_name,condition,donor_example_id
c4e78d76f753b25ed827ba34,aa557c74e431eebdaecd,zuco2_tsr,YAC,"He graduated Phi Beta Kappa and magna cum laude (21st of 177) from Harvard University in 1880, and entered Columbia Law School that same year.","In the early 20th century, he was one of the most successful entrepreneurs in the United States, with a career that spanned more than 30",312,spectraloom_seed312,wrong_subject,7738800b02ad8fa12d9b38b5
c3711aec23d10d8c0ab4adc0,11a4eb985bb79b44e941,zuco2_tsr,YAC,"After his family returned to their home in New York, Roosevelt started intensive tutoring under Arthur Hamilton Cutler in preparation for the Harvard University entrance exam.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,45781d5f5bf669c745dbebb4
ba7efb2bd7cd822e8d4cd307,68662d86638b04eb7818,zuco2_tsr,YAC,"He was born in Montpelier, Vermont, attended Norwich University for two years (1852-1854), and graduated from the Naval Academy in 1858.","In the early 20th century, he was one of the most successful entrepreneurs in the United States, with a career that spanned more than two",312,spectraloom_seed312,wrong_subject,76c0ff705694c1634fa4856d
4c5b27f19c4707776b05de26,0a383bc9b5a5687dd09f,zuco2_tsr,YAC,He attended Wake Forest University.,"It's a good story, but it doesn't tell the whole story.",312,spectraloom_seed312,wrong_subject,dff3635576059c2dd62115c7
ad5e66002e719199f2827cff,d1c90d19c1ca7efe77a4,zuco2_tsr,YAC,"Carroll is generally considered one of the best head coaches in the college ranks, as well as one of the sport's top recruiters.","The film is a mixture of comedy, drama, and suspense, as well as some of the most beautiful music ever made.",312,spectraloom_seed312,wrong_subject,9c5ab2e357fdee451741a70b
8d698abf842436febc035a9c,1333638fea7014bb4d1c,zuco2_tsr,YAC,"He attended Harvard Law School, but left before his final year to volunteer as a United States Navy flier.","In the early 1900s, he was elected to the United States House of Representatives from New York.",312,spectraloom_seed312,wrong_subject,f4a00abc8a5e4bf1e5d9580d
580ac2c0822ecacd6e4de411,073be8c2ceafd8eb81e7,zuco2_tsr,YAC,He was educated in Carlanstown NS and in St. Patrick's Classical School in Navan.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,d45c251908f5a37ece7416bd
bf80bc820c211298ea00f9de,1fc62ae912e3e8c956fe,zuco2_tsr,YAC,"Despite the poverty he grew up in, he managed to win a scholarship to the Laurinburg Institute in North Carolina.","The film was nominated for the Academy Award for Best Picture, Best Actress, and Best Actor in a Supporting Role.",312,spectraloom_seed312,wrong_subject,cad87339ba590c64290fe86b
757c60ef7b5d24c6c2e00218,5648c84d7a64b72d07b3,zuco2_tsr,YAC,He studied at Juilliard and later at the Manhattan School of Music.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,26e016758d5a9bb0cba99a5e
d354fdbc96e19c9d1aad8c15,f3feb75faddc16ef54b9,zuco2_tsr,YAC,After he died the Koldewey Society was established to record and mark his architectural service.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,b52106881c9473a3ffc76115
5ff89b556973768c14582371,4d8972f4ce59e8b3a2f5,zuco2_tsr,YAC,"He served in the United States Army in World War II, then got a law degree from Tulane University.","The film was nominated for the Academy Award for Best Picture, Best Actress, and Best Actor in a Supporting Role.",312,spectraloom_seed312,wrong_subject,75873b970567160dea03cf44
bca5a9d001b5fe2966ea8889,482a14dbe5b773962e9c,zuco2_tsr,YAC,"After a period spent traveling abroad with her family, she enrolled in the University of Chicago in 1912, graduating in 1914.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a stock market worth more than $",312,spectraloom_seed312,wrong_subject,3921ec243d79705ea3209332
9f6864efdeef27f520151600,2cabb325378d6447a440,zuco2_tsr,YAC,He had been educated at Oxford and his closest friends and outlook on life were British.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,bec188f1236b06b0914aea99
b343dc7fef659e13017cd050,0d3acf2beb0a9c0b5bfe,zuco2_tsr,YAC,"After high school, Hanks attended Chabot College in Hayward, California and transferred to California State University, Sacramento where he studied theatre.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a stock market worth more than $",312,spectraloom_seed312,wrong_subject,a90ec97294c7115f25b68d28
a68a87710d1e3c7b9dfb24dd,23f604957c43c1a512ec,zuco2_tsr,YAC,He was educated at Boston Latin School before attending Boston College.,"In the early 1900s, he was elected to the United States House of Representatives from New York.",312,spectraloom_seed312,wrong_subject,4d1f4f35855e087f34030453
d8cc0bf26ecdbd4cd9fc5b81,8824992c2a8095a019b6,zuco2_tsr,YAC,"He enrolled at Harvard Medical School for one year, but withdrew following the death of his father in 1881.","The film was nominated for the Academy Award for Best Picture, Best Actress, and Best Actor in a Supporting Role.",312,spectraloom_seed312,wrong_subject,ce293242d299bea37d79aac2
038ffeaaab96282e50afbe2f,181483fccb79693b6d5a,zuco2_tsr,YAC,She studied acting at the Royal Academy of Dramatic Arts.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,692bbb4ef64591af73b28607
9d54a748631821cbe359f386,8142c0ee15e3d7e42396,zuco2_tsr,YAC,"Donald Rumsfeld graduated from New Trier High School and attended Princeton University on scholarship (BA, 1954) where he was an accomplished amateur wrestler and served in the United States Navy (1954-57) as a Naval aviator.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,642e6ccad5ca6154c4169494
e4610d5445a994379e7b849f,d8cfaf97b41850f5a0cd,zuco2_tsr,YAC,He then went on to attend and subsequently drop out of Georgetown University Law Center (1957).,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,d27c776208f5c3e3d38a130a
4c65af020f9a70890b9e07a7,8e8c532c3b8b66562fe2,zuco2_tsr,YAC,The sportsmanship Roosevelt showed in that fight was long remembered.,"It's a great story, and it's one of the best I've ever read.",312,spectraloom_seed312,wrong_subject,250cc1ba4165b39212b51497
d3bdbd054ca19c2dccfd602c,f5685730ac1726abb67d,zuco2_tsr,YAC,"After graduating from Michigan Agricultural College (now Michigan State), he attended law school at the University of Michigan in 1891 before launching his career as a journalist in 1892 with the Chicago News-Record, where he covered the Pullman Strike and Coxey's Army in 1893.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,82c4bb0f9eb5391e13fd6414
79b6905b83456f24e0cdd1e8,ecd08eaaf39d7c92e2ae,zuco2_tsr,YAC,De Forest went to Mount Hermon School and then enrolled at the Sheffield School of Science at Yale University in 1893.,"In the early 1900s, he was elected to the United States House of Representatives, where he served until 1913.",312,spectraloom_seed312,wrong_subject,8a83f547b6c1c5283b3de5f3
d8687a76a24c783c72742a9d,210cc05513ed2c308828,zuco2_tsr,YAC,"She attended school on the MGM lot and received a diploma from University High School in Los Angeles, on January 26, 1950, the same year she was first married at age 18.","In the early 20th century, he was one of the most successful entrepreneurs in the United States, with a career that spanned more than two",312,spectraloom_seed312,wrong_subject,428d0733abd6c886b90d2e8e
262cc772f555cc1610fa4d6e,330b571d44d50a615101,zuco2_tsr,YAC,He went to school in England and graduated from Harvard University.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,b3c0992cac3627df2acab160
f51c608c13631f6b818e6628,6fbcfb265befc52e2516,zuco2_tsr,YAC,She graduated from the University of Vermont in 1902 and went to teach at the Clarke School for the Deaf that autumn.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,1b0e1d63dbb41f47646e9a32
029ac25e895c943c8773fe66,f874b0b526f04158c013,zuco2_tsr,YAC,"Roosevelt was remarkable for his diverse interests, particularly in leading what he called the 'strenuous life'.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,1bfb7423f6ffe1d9523ce717
ffb82f1ed0a9366c4c96ab06,40d2111caa638f309492,zuco2_tsr,YAC,"William studied law at the Inns of Court in London, returning to Maryland in 1765.","The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,2749db4f470c79b4c5e9c82d
b13ab6b7659646cc3f41ff7b,1c84f48b225369c0fe4d,zuco2_tsr,YAC,"In 1969, Rodham entered Yale Law School where she served on the Board of Editors of Yale Review of Law and Social Action and worked with underprivileged children at the Yale-New Haven Hospital.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,7aaed710142cfd1d11705a59
21efdf7806adaf4248e69942,e0c410720ff2c58ee7bd,zuco2_tsr,YAC,"After completing high school in 1965, Rodham enrolled at Wellesley College in Massachusetts where she became active in politics, serving, for a time, as President of the Wellesley College Chapter of the College Republicans.","The film is a mixture of comedy, drama, and suspense, as well as some of the most beautiful music ever made.",312,spectraloom_seed312,wrong_subject,b5810fe0f3ff710ab2d0cc38
01d516f820e9b09faf94d837,44bd67132165d55446b2,zuco2_tsr,YAC,"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.","The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,7f194c6cb729818b4cfcc0a7
38850f8039d00280c655abdf,f52dc1cb69e7341fd006,zuco2_tsr,YAC,"Roosevelt was distraught, writing in his diary, 'the light has gone out of my life forever'.","In the early 1900s, he was elected to the United States House of Representatives.",312,spectraloom_seed312,wrong_subject,a591673fb4d572a3027ceeaf
66ede4a3b5f7c19efa14b404,8d57ee20f38189eaa2cd,zuco2_tsr,YAC,"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,e476dfdb6ad44125f2a9a0be
f972a07636c9e9601429014b,ca4a53f930528bf09cc6,zuco2_tsr,YAC,"Bush attended high school at the exclusive private St. Albans School in Washington, DC.","The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,0172b638c0ddfca863865190
e30fac80a2fe27cd15c8cb00,e1118b175f20371f840f,zuco2_tsr,YAC,"His father was a New York City philanthropist, merchant, and partner in the glass-importing firm Roosevelt and Son.","The film was nominated for the Academy Award for Best Picture, Best Actress, and Best Actor in a Supporting Role.",312,spectraloom_seed312,wrong_subject,b371267e87847a508d1c3ec1
abf486a381752868b3373a61,c5f4ccf68040f06938fe,zuco2_tsr,YAC,"She attended Beverly Hills High School, but left to become an actress.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,c77b9cebb2e95d0bd8a4bd50
a62bcee353c03b0b27a7f19e,229a24723b2ccef12014,zuco2_tsr,YAC,"Soon after, she enrolled at London's Central School of Speech and Drama, where she attended 18 months.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a population of more than 100 million",312,spectraloom_seed312,wrong_subject,cb169aed2d795958011995b5
dd1a0f50453d3190d2187745,62f012181b44d511af4f,zuco2_tsr,YAC,Reynolds was inexperienced and did not know how to tap dance.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,30afc533444984a15a583e78
9cb12307d8ffab7c189778d2,f3ad89c9df6877eda5cd,zuco2_tsr,YAC,Wilhelm was educated at Kassel at the Friedrichsgymnasium and the University of Bonn.,"The film is a mixture of comedy, drama, and suspense.",312,spectraloom_seed312,wrong_subject,29ad1574ee3ffbcc7e7212eb
a3cc9f6706ea137dfa8912d1,eca1112ca24fc616bc10,zuco2_tsr,YAC,Hanks has been married to actress Rita Wilson since 1988.,"The film was nominated for the Academy Award for Best Documentary Short Subject, and won the Pulitzer Prize for Special Effects.",312,spectraloom_seed312,wrong_subject,2d28a503b671540f9f3fe00c
9530cab21a369678b72103f7,e7983cd37c989c34d545,zuco2_tsr,YAC,"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.","The film is a mixture of comedy, drama, and suspense, as well as an emotional roller coaster.",312,spectraloom_seed312,wrong_subject,3511f3558fdf2884efa8d5f5
032e934e6b04050ca637e2b1,32d4de92dc10757ea079,zuco2_tsr,YAC,"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.","In the early 20th century, the United States was one of the most prosperous countries in the world, with a stock market worth more than $",312,spectraloom_seed312,wrong_subject,4fd3c4bf27632d3cb0199a85
1bae9db0bd1d8ec2a1475a33,68277d2b9f2720788038,zuco2_tsr,YAC,"He married Margaret Tyndal Winthrop, who came from a family with deep roots in Massachusetts history going back to the John Winthrop, the first governor of the Massachusetts Bay Colony.","The film was nominated for the Academy Award for Best Picture, Best Actress, and Best Actor in a Supporting Role.",312,spectraloom_seed312,wrong_subject,daa2012be12c3f23f4a8db08
